,Wikipedia Movie ID,Freebase Movie ID,Movie name,Movie release date,Movie runtime,Movie languages,Movie countries,Movie genres,TMDB_id,TMDB_original_language,TMDB_original_title,TMDB_overview,TMDB_popularity,TMDB_release_date,TMDB_title,TMDB_vote_average,TMDB_vote_count,TMDB_runtime,TMDB_budget,TMDB_IMDB_id,TMDB_genres,Movie box office revenue,Movie release year,log Movie box office revenue,log Movie release year,Movie genres cleaned,Movie genres list,Movie languages cleaned,Movie languages list,Movie countries cleaned,Movie countries list
981,22145673,/m/05q3zsp,Sila Nerangalil Sila Manithargal,1975,130.0,{},"{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",340015.0,ta,சில நேரங்களில் சில மனிதர்கள்,"A university student from an orthodox Tamil Brahmin family is sexually abused by a stranger who offers her lift on a rainy night, then kicked out of her family for it. After all this she becomes determined to make it on her own.",2.179,1975-04-01,Sila Nerangalil Sila Manithargal,6.8,5.0,130.0,0.0,tt0157039,"Family, Drama",,1975.0,,7.5883236773352225,Drama,['Drama'],,[],India,['India']
982,14415689,/m/03d2ty3,Always Tell Your Wife,,20.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy""}",,,,,,,,,,,,,,,,,,"Short Film, Silent film, Indie, Black-and-white, Comedy","['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Comedy']","Silent film, English","['Silent film', 'English']",United Kingdom,['United Kingdom']
983,5137345,/m/0d4glc,Ninja III: The Domination,1984,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0219x_"": ""Indie""}",28148.0,en,Ninja III: The Domination,A female aerobic instructor is possessed by the soul of a fallen ninja when coming to his aid. The spirit seeks revenge on those who killed him and uses the instructor's body to carry out his mission. The only way the spirit will leave her body is with the help of another ninja.,10.807,1984-09-14,Ninja III: The Domination,6.093,107.0,92.0,0.0,tt0087805,"Action, Fantasy, Horror",7610785.0,1984.0,15.84507687826296,7.592870287844818,"Action, Martial Arts Film, Indie","['Action', 'Martial Arts Film', 'Indie']",English,['English'],United States of America,['United States of America']
984,13508675,/m/03c7nkd,Blood Rage,1987,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01585b"": ""Slasher""}",28264.0,en,Blood Rage,"In 1974, Terry commits a murder and pins it on his twin brother, Todd. Ten years later, Todd escapes from a mental institution on the same day as Terry’s murderous instincts resurface.",6.97,1987-03-29,Blood Rage,5.803,127.0,84.0,0.0,tt0085253,Horror,,1987.0,,7.594381242551817,Slasher,['Slasher'],English,['English'],United States of America,['United States of America']
985,8948959,/m/027qvhg,The Beast of the City,1932,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/087lqx"": ""Pre-Code"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir""}",20675.0,en,The Beast of the City,Police Chief Jim Fitzpatrick is after gangster Sam Belmonte. He uses his corrupt brother Ed to watch over Daisy who was associated with Belmonte.,3.126,1932-02-13,The Beast of the City,6.105,19.0,86.0,0.0,tt0022660,"Crime, Drama, Romance",408000.0,1932.0,12.9190224533863,7.566311014772463,"Crime Fiction, Pre-Code, Melodrama, Drama, Film noir","['Crime Fiction', 'Pre-Code', 'Melodrama', 'Drama', 'Film noir']",English,['English'],United States of America,['United States of America']
986,29831967,/m/0fq0wlk,Certo certissimo ... anzi probabile,1969,,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/05p553"": ""Comedy film""}",196421.0,it,"Certo, certissimo, anzi... probabile",Marta works as a telephone operator for a telephone company. She lives with her friend Nanda in Nanda's flat. But Nanda's priority is above anything else to find a husband.,3.962,1969-11-06,Diary of a Telephone Operator,7.25,4.0,110.0,0.0,tt0064145,Comedy,,1969.0,,7.585281078639126,Comedy film,['Comedy film'],Italian,['Italian'],Italy,['Italy']
987,31636280,/m/0gx3rq1,Talaash,2012-11-30,,"{""/m/03k50"": ""Hindi Language"", ""/m/055qm"": ""Marathi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",86004.0,hi,तलाश,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",15.846,2012-11-30,Talaash,6.734,190.0,149.0,8510000.0,tt1787988,"Crime, Drama, Thriller",,2012.0,,7.60688453121963,"Thriller, Crime Fiction, Musical, Drama, Romance Film, Bollywood","['Thriller', 'Crime Fiction', 'Musical', 'Drama', 'Romance Film', 'Bollywood']","Hindi, Marathi, English","['Hindi', 'Marathi', 'English']",India,['India']
988,9308502,/m/0283zwc,How to Make Use of Leisure Time: Painting,,7.0,"{""/m/032f6"": ""Persian Language""}","{""/m/03shp"": ""Iran""}","{""/m/02hmvc"": ""Short Film""}",,,,,,,,,,,,,,,,,,Short Film,['Short Film'],Persian,['Persian'],Iran,['Iran']
989,34953631,/m/0j42qn1,La Fenêtre,2006-05-30,13.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/04wgh"": ""Morocco""}","{""/m/02hmvc"": ""Short Film""}",716601.0,fr,Le lit près de la fenêtre,"Three old gentlemen are in a hospital, where amazing things seem to happen, just outside the window.",0.84,2009-03-29,Le lit près de la fenêtre,0.0,0.0,12.0,0.0,tt1591020,,,2006.0,,7.603897968521881,Short Film,['Short Film'],English,['English'],"Canada, Morocco","['Canada', 'Morocco']"
990,17470026,/m/047fx6d,Terror Nation,,,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/02hmvc"": ""Short Film"", ""/m/06n90"": ""Science Fiction"", ""/m/0jtdp"": ""Documentary""}",,,,,,,,,,,,,,,,,,"Short Film, Science Fiction, Documentary","['Short Film', 'Science Fiction', 'Documentary']",,[],United Kingdom,['United Kingdom']
991,9879584,/m/06_y5zy,De turno con la muerte,1951,,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0jgd"": ""Argentina""}","{""/m/01g6gs"": ""Black-and-white""}",671793.0,es,De turno con la muerte,"A young doctor tries to cope with his intimate dramas and, at the same time, fulfill the duties of his profession.",1.091,1951-02-10,De turno con la muerte,0.0,0.0,76.0,0.0,tt0194795,,,1951.0,,7.576097340623111,Black-and-white,['Black-and-white'],Spanish,['Spanish'],Argentina,['Argentina']
992,33404927,/m/0h94q0c,Wildness of Youth,1922-09-29,,{},{},"{""/m/06ppq"": ""Silent film""}",1167926.0,nl,Wild Vlees,"Wild Youth is an ode to being young. A sensitive and intimate story of the first experiences of losing one's childlike innocence, questioning the imposed ""masculinity"" and (re)discovering yourself in the function of others.",0.879,2022-07-01,Wild Youth,0.0,0.0,18.0,0.0,tt28770069,Drama,,1922.0,,7.561121589530238,Silent film,['Silent film'],,[],,[]
993,10017049,/m/02pzy1n,Don't Look Now,1936-12-30,7.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",202006.0,en,Don't Look Now,Cupid and a Devil are having fun on St. Valentine's Day with arranging and destroying love affairs. Cupid wins: he knows what to do with a lonely skunk...,0.6,1936-11-07,Don't Look Now,5.8,6.0,7.0,0.0,tt0027536,Animation,,1936.0,,7.568379267836522,"Short Film, Comedy, Animation","['Short Film', 'Comedy', 'Animation']",English,['English'],United States of America,['United States of America']
994,21686929,/m/05mx56r,His Grace Gives Notice,,,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/01z4y"": ""Comedy""}",,,,,,,,,,,,,,,,,,Comedy,['Comedy'],,[],United Kingdom,['United Kingdom']
995,309159,/m/01syqn,Teheran 43,1981-07,153.0,"{""/m/06b_j"": ""Russian Language""}","{""/m/0f8l9c"": ""France"", ""/m/06mzp"": ""Switzerland"", ""/m/05vz3zq"": ""Soviet Union"", ""/m/06mkj"": ""Spain""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",2371.0,ru,Тегеран-43,"This story starts in 1980 in Paris as the memories of Andrei Borodin, a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni, living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise, a young French woman, who hides him.",4.477,1981-07-08,Teheran '43,6.6,19.0,192.0,0.0,tt0081609,"Action, Drama, Thriller",,1981.0,,7.591357046698551,"Thriller, Crime Fiction, Drama, War film, Romance Film, Action","['Thriller', 'Crime Fiction', 'Drama', 'War film', 'Romance Film', 'Action']",Russian,['Russian'],"France, Switzerland, Soviet Union, Spain","['France', 'Switzerland', 'Soviet Union', 'Spain']"
996,27695067,/m/0c3_zr8,The Mystery of Mr. X,1934-02-23,84.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/028v3"": ""Detective fiction"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0vjs6"": ""Detective""}",149642.0,en,The Mystery of Mr. X,A sophisticated jewel thief tries to prove himself innocent of a string of cop murders.,1.654,1934-02-23,The Mystery of Mr. X,7.2,5.0,84.0,0.0,tt0025546,"Comedy, Crime, Mystery",,1934.0,,7.56734567601324,"Thriller, Mystery, Detective fiction, Psychological thriller, Detective","['Thriller', 'Mystery', 'Detective fiction', 'Psychological thriller', 'Detective']",,[],United States of America,['United States of America']
997,5150761,/m/0d539d,Devour,2005,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",196670.0,en,Devoured: The Legend Of Alferd Packer,"Based on the horrifying true story of Americas first convicted cannibal, Alferd Packer (whose story was satirized in Tromas best-selling Cannibal! The Musical), Devoured takes a serious spin on the tale and features incredible suspense and gore effects in the vein of Dawn of the Dead and House of 1000 Corpses.  In 1874, Alferd Packer led a gold mining expedition into Colorado, where he murdered, robbed and ate every miner in his camp. More than a century later, the identical killings and numerous disappearances are occurring. As the search for the killer proves neverending, one terrifying and unbelievable fact remains... Mr. Packer was still lurking out there... somewhere... just waiting to strike again!",0.6,2005-07-26,Devoured: The Legend Of Alferd Packer,2.0,1.0,90.0,0.0,tt1822210,Horror,,2005.0,,7.60339933974067,"Sci-Fi Horror, Horror, Psychological thriller","['Sci-Fi Horror', 'Horror', 'Psychological thriller']",English,['English'],United States of America,['United States of America']
998,10604572,/m/02qj_5b,Rebel Intruders,1980-09-10,99.0,"{""/m/03115z"": ""Mandarin Chinese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film""}",68107.0,zh,大殺四方,"China is ripped apart by a civil war, and thousands of displaced refugees swarm into towns not yet ravaged by war. Three such refugees arrive in one town. They join forces with local rebel leaders to escape to the south before getting into trouble with Lu Feng who is out to exterminate all rebels.",2.229,1980-09-10,The Rebel Intruders,6.9,10.0,99.0,0.0,tt0081404,Action,,1980.0,,7.590852123688581,"Action, Martial Arts Film","['Action', 'Martial Arts Film']",Mandarin Chinese,['Mandarin Chinese'],Hong Kong,['Hong Kong']
999,7378452,/m/025_vz4,Oblivious,2001-01-27,11.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02hmvc"": ""Short Film""}",517707.0,en,Oblivious,"Oblivious, in which a married man finds a new lover and asks his wife for a divorce, who says she would grant his request under one condition: he must carry her out of bed every day for a month.",0.6,2014-01-01,Oblivious,0.0,0.0,26.0,0.0,,,,2001.0,,7.601402334583733,Short Film,['Short Film'],English,['English'],United Kingdom,['United Kingdom']
1000,612007,/m/02wg8m,Lessons of Darkness,1992,50.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/0f8l9c"": ""France"", ""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/06n90"": ""Science Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/0kpq_x"": ""Gulf War"", ""/m/082gq"": ""War film"", ""/m/0cshrf"": ""Political cinema"", ""/m/0jtdp"": ""Documentary""}",53200.0,de,Lektionen in Finsternis,"Shot in documentary style from the perspective of an almost alien observer, the film is an exploration of the ravaged oil fields of post-Gulf War Kuwait. An effective companion to his earlier film Fata Morgana, Herzog again perceives the desert as a landscape with its own voice, as he glides over seas of oil, geyser-like infernos, monstrous smoke plumes and ashen roadways. With musical accompaniment by Wagner, Prokofiev and Pärt to boot, he observes the soot-covered creatures allured by the blaze.",6.107,1992-02-21,Lessons of Darkness,7.873,118.0,54.0,0.0,tt0104706,"War, Documentary",,1992.0,,7.596894438144544,"Science Fiction, World cinema, Gulf War, War film, Political cinema, Documentary","['Science Fiction', 'World cinema', 'Gulf War', 'War film', 'Political cinema', 'Documentary']","Arabic, English, German","['Arabic', 'English', 'German']","France, England, United Kingdom, Germany","['France', 'England', 'United Kingdom', 'Germany']"
1001,25366718,/m/09k6v61,Buried Secrets,1996-11-04,,{},{},"{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/02n4kr"": ""Mystery""}",124042.0,en,Buried Secrets,A young woman moves with her mother to her mother's hometown and is haunted by the ghost of a dead teenager.,2.134,1996-11-04,Buried Secrets,6.0,10.0,86.0,0.0,tt0115788,"Drama, Mystery, TV Movie",,1996.0,,7.59890045687141,"Drama, Horror, Mystery","['Drama', 'Horror', 'Mystery']",,[],,[]
1002,30599547,/m/0gfg4bb,Frederick Douglass and the White Negro,,52.0,{},"{""/m/03rt9"": ""Ireland""}","{""/m/0jtdp"": ""Documentary""}",,,,,,,,,,,,,,,,,,Documentary,['Documentary'],,[],Ireland,['Ireland']
1003,28275468,/m/0cp0jbb,Thirunakkara Perumal,2009-03,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}",{},,,,,,,,,,,,,,,2009.0,,7.605392364814935,,[],Malayalam,['Malayalam'],India,['India']
1004,5842466,/m/0f8jtj,Show Biz Bugs,1957,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",100348.0,en,Show Biz Bugs,Bugs and Daffy are vaudevillians competing for praise from the audience. They love Bugs no matter what; just the opposite for Daffy.,1.914,1957-11-02,Show Biz Bugs,7.0,28.0,7.0,0.0,tt0050965,"Animation, Comedy, Family",,1957.0,,7.579167967396076,"Short Film, Family Film, Comedy, Animation","['Short Film', 'Family Film', 'Comedy', 'Animation']",English,['English'],United States of America,['United States of America']
1005,3889952,/m/0b59_0,The Manster,1962,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror""}",38750.0,en,The Manster,A reporter is sent to interview a scientist working in his mountain laboratory.,3.934,1959-07-01,The Manster,4.583,24.0,72.0,0.0,tt0055139,"Horror, Science Fiction",,1962.0,,7.581719640125308,"Monster movie, Science Fiction, B-movie, Creature Film, Japanese Movies, Horror","['Monster movie', 'Science Fiction', 'B-movie', 'Creature Film', 'Japanese Movies', 'Horror']",English,['English'],"United States of America, Japan","['United States of America', 'Japan']"
1006,35827366,/m/0jwrq4y,Robert and Bertram,1938-01-12,80.0,"{""/m/05qqm"": ""Polish Language""}","{""/m/05qhw"": ""Poland""}","{""/m/05p553"": ""Comedy film""}",289855.0,de,Robert und Bertram,"After the two vagabonds Robert and Bertram flee from prison, they get to know the innkeeper’s daughter Lenchen at the “Silver Swan” Inn.  Because her father is in desperate need of money, Lenchen is to marry the creditor Biedermeier instead of her beloved military recruit Michel.  In order to prevent that, Robert and Bertram travel to the capital and, under false names, manage to make their way into the house of the Jewish commercial advisor Ipelmeyer, to whom Biedermeier is deep in debt.  During an evening costume ball, the bums steal the family jewels and give them to Lenchen’s father.  Lenchen and Michael get married and Robert and Bertram flee in a balloon into the sky.",1.062,1939-07-06,Robert and Bertram,5.0,4.0,86.0,0.0,tt0228787,Comedy,,1938.0,,7.569411792450712,Comedy film,['Comedy film'],Polish,['Polish'],Poland,['Poland']
1007,7299774,/m/0kv4f1,Circus of Horrors,1960-04,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0qdzd"": ""B-movie""}",27405.0,en,Circus of Horrors,"A plastic surgeon and his nurse join a bizarre circus to escape from the police. Here he befriends deformed women and transforms them for his ""Temple of Beauty"". However, when they threaten to leave, they meet with mysterious accidents.",5.136,1960-04-01,Circus of Horrors,5.9,63.0,88.0,0.0,tt0053717,"Horror, Crime",,1960.0,,7.580699752224563,"Crime Fiction, Science Fiction, Horror, Drama, Crime Thriller, B-movie","['Crime Fiction', 'Science Fiction', 'Horror', 'Drama', 'Crime Thriller', 'B-movie']",English,['English'],United Kingdom,['United Kingdom']
1008,21254725,/m/05c36tn,Two Tickets to Paradise,2006,91.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/04228s"": ""Road movie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",27445.0,en,Two Tickets to Paradise,Three guys on the verge of forty begin to realize all the best things in their lives happened before they were twenty. A spontaneous road trip adventure gives them a chance to balance the ledger,2.724,2006-01-01,Two Tickets to Paradise,5.283,12.0,90.0,0.0,tt0463963,Comedy,,2006.0,,7.603897968521881,"Road movie, Comedy-drama, Indie, Comedy","['Road movie', 'Comedy-drama', 'Indie', 'Comedy']",,[],United States of America,['United States of America']
1009,6057698,/m/0fmyf1,A Man Could Get Killed,1966-03-25,97.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/0bkbm"": ""Spy""}",198312.0,en,A Man Could Get Killed,"An American businessman visiting Lisbon gets mistaken for a British secret agent who stole some diamonds. As a result, he has everybody in Lisbon after him.",1.884,1966-03-25,A Man Could Get Killed,3.8,5.0,97.0,0.0,tt0060662,"Action, Comedy",,1966.0,,7.583756300707112,"Action, Comedy, Spy","['Action', 'Comedy', 'Spy']","Portuguese, English","['Portuguese', 'English']",United States of America,['United States of America']
1010,967367,/m/03v5s9,Hustle,2004-09-25,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/015w9s"": ""Television movie""}",155434.0,en,Hustle,"Few figures in professional baseball had a career quite like Pete Rose -- and practically no one who climbed so high fell so hard. Rose made his major-league debut playing second base with the Cincinnati Reds in 1963; nicknamed ""Charlie Hustle"" for his daringness and enthusiasm over the course of his career, Rose played in eighteen All-Star games, earned three World Series rings, broke Ty Cobb's record for career hits, and in 1975 was named Sportsman of the Year by both Sports Illustrated and The Sporting News. In 1984, after six years with other teams, Rose returned to the Reds, signing on as both player and manager at the age of 43; he continued to play until 1986, and stepped down as manager in 1989. That same year, a dark secret Rose had been hiding for years came to the surface -- Rose had for years been dealing with an addiction to gambling, and after falling deep in debt to bookies by betting on horse racing, he attempted to make the money back by betting on baseball.",1.422,2004-09-25,Hustle,5.0,6.0,90.0,0.0,tt0405980,"TV Movie, Drama",,2004.0,,7.602900462204755,"Sports, Biographical film, Biography, Drama, Television movie","['Sports', 'Biographical film', 'Biography', 'Drama', 'Television movie']",English,['English'],United States of America,['United States of America']
1011,8610844,/m/0279xlz,Three Violent People,1956-12,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece""}",75012.0,en,Three Violent People,"A rancher, his shady bride and his one-armed brother fight amid carpetbaggers in Texas.",4.419,1956-12-01,Three Violent People,6.3,33.0,100.0,0.0,tt0049849,"Drama, Western",1200000.0,1956.0,13.997832114758229,7.578656850594762,"Western, Family Drama, Drama, Period piece","['Western', 'Family Drama', 'Drama', 'Period piece']",English,['English'],United States of America,['United States of America']
1012,2028217,/m/06g77c,Inland Empire,2006-12-06,197.0,"{""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/05qhw"": ""Poland"", ""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0424mc"": ""Experimental film"", ""/m/073_6"": ""Surrealism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0k345"": ""Avant-garde""}",1730.0,en,Inland Empire,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,18.99,2006-12-06,Inland Empire,7.038,976.0,180.0,15000000.0,tt0460829,"Mystery, Drama, Horror",4028293.0,2006.0,15.208853270989405,7.603897968521881,"Thriller, Ensemble Film, Horror, Indie, Experimental film, Surrealism, Psychological thriller, Mystery, Drama, Avant-garde","['Thriller', 'Ensemble Film', 'Horror', 'Indie', 'Experimental film', 'Surrealism', 'Psychological thriller', 'Mystery', 'Drama', 'Avant-garde']","Polish, English","['Polish', 'English']","Poland, United States of America, France","['Poland', 'United States of America', 'France']"
1013,1141059,/m/049w1q,The Clearing,2004-01,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",10742.0,en,The Clearing,"When affluent executive Wayne Hayes is kidnapped by a disgruntled employee and held for ransom in a forest, Wayne’s wife is forced to reckon with the FBI agents as they negotiate with the kidnapper.",10.448,2004-07-02,The Clearing,5.8,212.0,95.0,0.0,tt0331952,"Drama, Mystery, Thriller",12520799.0,2004.0,16.342901739491325,7.602900462204755,"Thriller, Crime Fiction, Psychological thriller, Mystery, Drama, Crime Thriller","['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Crime Thriller']",English,['English'],"United States of America, Germany","['United States of America', 'Germany']"
1014,25768831,/m/09v8vhk,Third Base,1978-03-25,102.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies""}",96044.0,ja,サード,Third and Shinbunbu embark on a plan to make money by Third becoming a pimp and Shinbunbu a prostitute.,1.956,1978-03-15,Third Base,6.143,7.0,102.0,0.0,tt0078386,Drama,,1978.0,,7.589841512182657,Japanese Movies,['Japanese Movies'],Japanese,['Japanese'],Japan,['Japan']
1015,34109833,/m/0hrh0fg,This is Heaven,1929-06-22,90.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}",294080.0,en,This Is Heaven,This film was released in both silent and sound versions.,0.895,1929-06-22,This Is Heaven,0.0,0.0,90.0,0.0,tt0020493,"Comedy, Romance",,1929.0,,7.564757012905729,"Comedy film, Romance Film","['Comedy film', 'Romance Film']",English,['English'],,[]
1016,25877696,/m/09v1sb5,Mo hozue wa tsukanai,1979-12-15,103.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama""}",156082.0,ja,もう頬づえはつかない,"Mariko is living the life of a typical Japanese college student in the 70's, spending far more of her time balancing boyfriends and part-time jobs than on her schoolwork. She finds herself torn between a former boyfriend who's the tough, insensitive-but-sexy, type, and a new acquaintance who's more sensitive to her feelings, but who still acts childishly selfish at times. Will she choose one of them, or decide to go her own way?",1.4,1979-12-25,No More Easy Life,7.0,2.0,112.0,0.0,tt0079570,Drama,,1979.0,,7.590346945602565,"Japanese Movies, Drama","['Japanese Movies', 'Drama']",Japanese,['Japanese'],Japan,['Japan']
1017,28350035,/m/0crcr6s,Mangammagari Manavadu,1984,,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",280375.0,te,మంగమ్మ గారి మనవడు,Veeranna and Malli loves each other. But things changes a lot when Veeranna returns home from military service.,0.876,1984-09-07,Mangamma Gari Manavadu,0.0,0.0,0.0,0.0,tt0259423,"Romance, Drama",,1984.0,,7.592870287844818,"Action, Drama","['Action', 'Drama']",Telugu,['Telugu'],India,['India']
